StationId,Date,PM2.5,PM10,NO,NO2,NH3,CO,SO2,O3,AQI,AQI_Bucket
DL037,2020-06-30,42.82,93.24,3.36,16.23,21.69,1.71,32.47,50.6,119.0,Moderate
DL027,2020-05-26,44.12,163.2,9.41,21.92,41.48,0.77,9.34,14.81,132.0,Moderate
AP005,2020-01-12,73.83,125.02,2.93,30.68,11.44,1.03,10.25,83.49,181.0,Moderate
DL008,2020-03-15,71.43,140.17,14.36,57.08,30.52,0.48,6.89,58.0,136.0,Moderate
DL010,2019-07-04,38.98,209.04,9.65,26.51,29.95,1.24,19.11,32.22,197.0,Moderate
DL029,2019-06-27,59.57,237.58,72.66,86.06,37.14,1.43,16.08,29.86,157.0,Moderate
DL038,2019-07-10,77.4,371.99,29.33,37.85,25.48,0.93,9.76,4.09,194.0,Moderate
DL020,2019-08-20,36.46,101.17,9.57,11.95,38.59,1.82,11.66,8.56,103.0,Moderate
DL001,2020-02-10,117.79,260.25,40.01,63.4,38.92,1.42,14.32,12.66,192.0,Moderate
AP005,2019-12-03,71.12,125.12,2.71,33.16,9.85,0.82,9.14,84.58,132.0,Moderate
PB001,2019-05-02,38.35,110.64,14.47,16.64,10.42,0.5,51.84,33.26,109.0,Moderate
TG006,2019-05-08,56.48,154.08,8.22,49.37,21.96,0.87,3.47,47.89,136.0,Moderate
DL019,2015-04-30,54.33,178.65,21.09,71.95,25.92,0.63,19.21,103.51,176.0,Moderate
RJ005,2019-12-23,46.24,143.4,37.05,52.17,31.9,1.04,11.07,29.14,115.0,Moderate
AP005,2018-01-01,59.73,99.04,1.73,23.69,11.68,0.95,5.75,95.39,131.0,Moderate
MH014,2019-12-03,36.04,80.36,13.23,28.15,10.65,0.42,3.69,31.53,118.0,Moderate
DL035,2018-07-08,56.98,134.25,1.12,8.92,53.95,0.56,9.86,122.58,129.0,Moderate
DL015,2019-05-04,89.23,250.67,19.17,52.24,45.42,1.41,31.89,67.76,187.0,Moderate
DL032,2020-05-29,26.71,80.92,1.37,11.32,112.31,0.53,4.51,23.94,142.0,Moderate
DL001,2019-03-08,85.0,170.94,9.8,52.71,20.54,0.63,33.58,42.71,195.0,Moderate
DL024,2018-08-07,41.71,115.75,15.25,27.07,25.43,1.12,12.42,22.97,125.0,Moderate
DL010,2020-04-15,55.88,193.92,5.36,24.36,25.54,0.61,19.36,49.45,173.0,Moderate
KA011,2019-05-06,40.96,101.95,31.36,69.72,17.05,0.95,8.59,78.75,161.0,Moderate
KA004,2019-01-02,51.83,100.01,40.42,77.13,13.62,1.09,7.79,79.08,144.0,Moderate
TG003,2018-03-30,52.26,110.77,0.51,17.76,11.24,0.65,11.06,50.87,113.0,Moderate
RJ005,2018-06-17,44.18,106.05,9.95,38.97,14.99,0.44,12.03,33.78,111.0,Moderate
OD002,2019-11-06,44.28,221.37,39.67,1.78,8.37,2.17,35.67,13.07,117.0,Moderate
TG002,2018-12-16,74.72,143.23,2.84,33.93,17.55,0.55,18.45,87.01,148.0,Moderate
RJ004,2019-10-11,31.23,83.79,5.24,46.04,12.43,0.86,11.46,61.67,105.0,Moderate
RJ006,2018-06-25,57.5,85.22,7.53,17.44,36.94,0.63,13.55,64.28,107.0,Moderate
AP005,2016-11-27,61.53,102.83,21.07,69.96,21.14,1.58,20.38,53.4,116.0,Moderate
DL023,2020-06-08,52.17,139.26,2.83,25.25,16.68,1.41,11.92,39.99,116.0,Moderate
RJ004,2019-11-11,49.98,120.32,4.96,41.98,25.97,1.2,13.27,89.0,132.0,Moderate
MP001,2019-12-15,69.58,105.5,6.59,36.82,22.4,0.84,5.88,38.72,120.0,Moderate
AP005,2017-03-20,56.22,109.69,14.0,24.25,10.07,1.17,12.52,20.22,147.0,Moderate
DL035,2018-10-02,77.08,190.83,22.17,30.99,30.24,2.31,7.19,30.24,162.0,Moderate
DL031,2020-04-17,19.61,70.49,2.06,13.88,22.85,0.41,27.63,63.33,117.0,Moderate
MH010,2020-01-19,81.28,146.91,4.03,29.26,20.39,0.98,8.13,75.41,163.0,Moderate
DL022,2020-05-23,52.51,200.79,0.78,23.25,20.45,0.57,12.91,7.7,152.0,Moderate
DL008,2019-03-10,88.14,173.51,8.54,37.17,18.27,0.65,5.82,46.66,196.0,Moderate
RJ006,2019-02-11,44.52,86.97,12.53,24.56,43.68,1.26,9.58,45.94,101.0,Moderate
DL003,2018-06-26,15.29,57.89,1.41,24.53,29.33,0.43,13.36,37.97,101.0,Moderate
DL031,2016-09-05,48.61,120.65,7.44,27.65,15.71,0.6,8.67,60.39,116.0,Moderate
DL034,2018-09-07,32.23,75.65,78.58,117.76,152.28,0.7,5.88,19.99,122.0,Moderate
TG003,2018-12-11,76.1,146.05,0.85,18.25,11.35,0.6,10.1,21.19,153.0,Moderate
DL027,2019-09-12,43.61,110.96,1.19,14.37,32.97,0.67,1.96,17.21,125.0,Moderate
MH008,2019-12-07,74.7,149.64,24.08,41.67,6.66,0.59,14.93,68.04,187.0,Moderate
DL020,2019-07-19,62.67,208.46,24.04,32.02,28.86,2.58,13.57,55.33,146.0,Moderate
MP001,2019-10-30,32.48,71.23,3.49,28.91,12.66,0.96,12.39,53.56,108.0,Moderate
WB008,2019-11-20,60.32,157.74,12.72,15.18,9.67,0.89,13.29,53.13,166.0,Moderate
DL031,2015-08-06,59.67,87.01,7.9,51.62,37.92,1.28,7.36,75.75,181.0,Moderate
MH010,2019-12-27,78.2,122.75,4.8,20.95,20.1,1.01,6.72,40.5,141.0,Moderate
DL035,2018-03-11,85.36,191.86,5.5,19.28,36.89,0.83,5.96,56.08,165.0,Moderate
DL018,2018-05-03,42.17,174.54,8.26,46.0,36.79,0.75,15.62,31.32,151.0,Moderate
DL010,2019-09-21,41.02,196.72,18.48,33.83,30.31,1.14,8.02,33.55,188.0,Moderate
TG006,2020-01-16,55.53,100.92,6.34,50.75,18.54,0.78,2.16,26.85,106.0,Moderate
RJ005,2019-02-26,52.49,94.84,14.52,57.52,56.16,0.88,8.44,38.96,110.0,Moderate
TG006,2018-11-12,66.12,161.5,14.32,66.82,14.0,1.03,6.37,38.84,142.0,Moderate
DL036,2020-02-21,50.94,71.98,3.26,31.23,35.58,0.79,6.18,48.57,162.0,Moderate
DL032,2020-05-07,37.79,98.4,0.74,7.84,35.9,0.4,9.18,40.77,136.0,Moderate
MP001,2020-03-24,35.52,113.66,1.6,15.64,16.45,0.55,12.88,68.08,118.0,Moderate
DL023,2019-09-20,48.2,138.81,11.41,32.96,26.38,1.11,34.33,43.17,112.0,Moderate
TG006,2019-10-03,48.62,83.62,4.77,17.22,10.13,0.67,4.86,36.87,150.0,Moderate
DL024,2018-03-10,65.33,157.67,6.77,24.65,50.3,0.42,3.44,44.94,179.0,Moderate
KL007,2020-02-20,51.49,76.3,6.4,28.5,6.4,0.42,2.32,61.79,101.0,Moderate
TG003,2018-12-09,78.21,130.56,0.26,12.33,12.03,0.6,7.64,33.02,160.0,Moderate
DL014,2018-06-01,171.55,159.3,49.77,106.44,165.42,0.58,2.75,24.95,173.0,Moderate
DL029,2019-03-24,54.32,160.48,50.74,58.69,26.69,0.85,23.38,28.1,141.0,Moderate
DL020,2019-09-09,74.44,192.92,8.08,16.67,30.87,1.62,10.87,9.14,134.0,Moderate
DL031,2018-09-15,46.35,132.83,21.45,14.2,7.14,1.15,17.11,58.36,126.0,Moderate
DL032,2020-06-15,50.96,145.3,3.16,20.49,120.77,0.94,8.27,17.43,134.0,Moderate
DL018,2019-01-23,125.0,234.18,126.07,58.91,38.27,2.06,13.56,14.36,170.0,Moderate
DL018,2019-01-28,87.62,176.41,26.84,62.55,30.97,1.11,14.36,22.57,190.0,Moderate
MP001,2020-04-24,41.99,117.82,3.02,10.04,15.21,0.57,13.09,63.33,110.0,Moderate
DL010,2020-06-06,33.07,125.35,4.42,23.14,36.11,0.63,13.88,71.15,124.0,Moderate
HR012,2020-05-05,53.11,96.37,0.84,11.96,16.73,0.74,9.33,98.59,154.0,Moderate
DL036,2018-09-20,59.47,140.06,30.13,27.8,17.39,0.82,11.73,42.28,160.0,Moderate
OD002,2019-08-12,25.89,83.43,25.59,6.94,7.5,2.13,39.46,1.9,102.0,Moderate
DL026,2018-09-01,52.6,121.08,16.05,17.76,27.36,3.4,11.61,5.86,136.0,Moderate
DL018,2019-02-25,78.78,162.08,104.26,76.54,23.03,1.56,13.13,19.04,173.0,Moderate
AS001,2019-10-19,49.51,101.76,36.09,20.0,3.49,0.8,14.1,18.18,110.0,Moderate
DL028,2016-09-07,22.66,22.66,8.74,33.62,22.69,0.63,19.26,135.42,197.0,Moderate
DL002,2020-06-20,61.51,115.6,16.7,33.93,20.49,1.14,13.28,81.81,197.0,Moderate
DL002,2016-03-09,81.0,247.92,125.58,88.97,47.51,0.65,17.69,39.21,199.0,Moderate
TG002,2019-02-11,56.9,117.09,3.36,36.92,26.45,0.58,2.96,56.08,110.0,Moderate
AP005,2016-07-19,33.54,80.51,33.45,65.03,8.69,1.9,11.57,28.7,127.0,Moderate
DL028,2019-06-18,23.14,23.14,2.56,26.17,36.3,0.81,9.1,71.62,155.0,Moderate
DL014,2018-07-21,58.61,87.76,56.18,39.59,109.76,1.61,7.36,17.01,106.0,Moderate
DL038,2018-08-14,43.71,136.48,17.05,50.37,42.45,1.11,16.27,18.1,122.0,Moderate
KA008,2019-09-23,25.71,49.57,21.98,41.7,17.62,1.41,3.32,43.19,108.0,Moderate
DL009,2019-09-11,79.24,157.78,8.8,32.49,140.3,0.98,8.35,13.18,160.0,Moderate
DL022,2019-06-24,25.5,71.94,1.39,27.86,32.46,0.35,12.43,61.04,120.0,Moderate
MH011,2020-05-17,31.85,139.38,72.76,15.95,10.5,0.2,21.84,2.72,134.0,Moderate
DL023,2020-06-27,49.54,194.65,4.22,20.23,16.09,0.73,3.82,9.73,124.0,Moderate
DL035,2020-06-13,51.21,136.04,4.98,21.44,51.26,0.7,10.62,40.96,131.0,Moderate
TG001,2018-05-30,38.81,110.15,1.6,24.7,33.85,0.36,7.12,27.37,104.0,Moderate
DL009,2018-06-04,52.7,118.2,10.32,34.52,13.0,0.14,0.1,2.12,124.0,Moderate
TG004,2019-03-26,50.27,111.51,7.31,53.64,11.68,0.57,12.51,22.03,112.0,Moderate
DL027,2019-03-26,58.42,115.51,6.0,18.96,48.89,0.76,6.32,20.17,112.0,Moderate
TG003,2018-12-31,67.14,144.64,2.13,35.58,12.34,0.53,21.07,25.64,139.0,Moderate
DL022,2019-06-06,55.42,141.19,1.81,32.11,25.93,0.32,16.18,86.65,161.0,Moderate
DL009,2018-08-20,51.31,98.27,4.58,27.24,23.49,1.02,20.56,48.05,118.0,Moderate
DL031,2016-02-23,75.1,283.79,61.98,81.4,29.99,1.8,44.53,43.6,188.0,Moderate
DL010,2019-03-25,81.58,205.14,5.71,28.1,30.43,0.92,34.52,41.24,157.0,Moderate
BR009,2020-01-12,79.05,142.64,58.6,57.59,59.51,1.59,9.21,3.57,172.0,Moderate
TN002,2019-10-14,19.57,60.99,11.55,6.33,22.12,0.36,10.06,119.4,166.0,Moderate
WB011,2019-10-12,73.31,130.63,27.76,32.72,14.03,0.71,3.6,32.75,117.0,Moderate
KA011,2020-02-01,56.81,112.77,1.47,16.91,12.27,1.0,3.15,41.07,114.0,Moderate
DL002,2020-03-08,101.55,227.43,113.98,56.84,25.97,2.39,11.27,19.76,191.0,Moderate
WB011,2019-04-30,32.9,266.31,7.04,21.08,4.99,0.24,2.3,18.72,196.0,Moderate
OD001,2019-11-16,51.52,115.04,19.48,15.26,83.14,0.78,14.74,6.49,113.0,Moderate
DL018,2018-08-09,36.3,97.84,15.4,32.67,33.26,0.72,9.69,31.92,128.0,Moderate
DL008,2020-03-24,50.11,98.91,6.26,21.86,15.28,0.42,10.78,54.08,125.0,Moderate
OD002,2019-07-05,30.92,59.67,33.16,5.13,9.7,2.08,29.35,1.35,102.0,Moderate
DL038,2018-07-19,38.54,140.94,20.74,30.91,44.3,1.03,17.55,14.71,126.0,Moderate
HR012,2020-04-22,58.5,126.03,2.17,16.22,37.91,0.69,11.04,79.3,135.0,Moderate
DL035,2019-05-27,61.71,164.7,12.39,39.53,32.02,1.42,14.83,54.28,137.0,Moderate
TG001,2019-11-10,65.16,115.91,0.48,22.34,20.95,0.46,25.61,59.96,144.0,Moderate
DL015,2018-07-07,83.0,213.12,1.69,46.71,69.56,1.42,13.76,34.64,184.0,Moderate
AP005,2018-01-18,83.42,168.22,22.29,56.14,14.19,1.33,14.01,43.42,189.0,Moderate
DL034,2020-02-15,82.82,180.29,13.76,44.21,22.76,0.65,6.54,47.26,146.0,Moderate
TG006,2016-01-24,78.05,105.01,5.24,2.79,10.59,0.84,11.0,29.55,148.0,Moderate
DL034,2019-06-27,58.64,248.01,23.46,32.99,6.05,0.78,1.38,58.47,169.0,Moderate
DL023,2020-03-11,57.0,124.55,6.5,33.25,28.22,0.57,16.23,56.79,114.0,Moderate
DL026,2019-05-20,77.06,150.02,51.62,57.81,28.4,1.63,14.78,35.44,149.0,Moderate
RJ004,2019-06-29,34.47,102.9,2.2,24.49,18.32,0.88,10.04,54.54,111.0,Moderate
DL034,2018-05-02,138.66,245.96,12.39,8.77,9.2,1.99,2.0,71.64,175.0,Moderate
TG004,2017-01-01,61.25,100.46,7.54,39.37,15.38,0.75,6.08,69.11,110.0,Moderate
TG004,2020-02-19,49.39,114.23,37.51,51.72,3.46,0.61,5.55,25.55,117.0,Moderate
RJ004,2019-03-12,44.87,103.97,9.53,43.36,22.5,0.77,13.06,70.57,104.0,Moderate
DL028,2018-07-01,31.92,31.92,7.93,32.72,51.57,0.69,13.04,80.79,118.0,Moderate
DL019,2019-07-03,50.45,129.33,7.08,41.4,14.6,0.76,7.5,20.01,159.0,Moderate
AP001,2018-09-12,40.66,82.62,4.78,23.58,21.37,0.76,10.9,38.55,103.0,Moderate
DL024,2020-04-27,26.06,46.04,3.98,8.71,15.92,0.34,3.64,101.13,145.0,Moderate
DL014,2020-03-09,46.45,84.27,57.78,22.37,38.0,0.36,10.34,40.27,110.0,Moderate
OD002,2019-03-23,46.63,217.15,23.77,8.1,7.52,1.23,29.22,8.75,161.0,Moderate
DL014,2019-04-15,49.23,137.23,21.74,23.42,14.72,1.1,15.69,12.03,128.0,Moderate
RJ004,2019-11-17,28.8,73.68,4.66,39.47,24.5,0.73,12.75,64.62,106.0,Moderate
DL034,2020-04-11,51.01,106.45,4.44,21.42,10.81,0.67,8.21,54.33,115.0,Moderate
DL003,2019-05-27,66.99,213.75,11.94,65.93,28.13,1.69,27.08,36.36,165.0,Moderate
DL036,2020-02-23,80.35,122.15,36.98,33.22,33.11,1.43,8.17,46.0,153.0,Moderate
DL009,2019-09-03,58.98,126.19,9.13,42.58,194.28,0.93,8.41,9.31,110.0,Moderate
TG001,2017-11-29,64.45,118.18,6.18,36.16,19.8,0.59,9.7,69.33,110.0,Moderate
DL027,2019-04-12,55.44,199.83,1.05,11.1,60.59,0.82,7.25,34.45,159.0,Moderate
RJ005,2018-04-16,78.24,176.92,16.0,49.07,23.18,0.86,10.85,10.86,128.0,Moderate
TG006,2016-02-05,69.88,107.67,5.04,2.8,10.61,0.98,16.11,28.3,135.0,Moderate
DL003,2019-09-02,38.89,85.83,3.12,21.96,27.54,0.89,15.43,52.81,119.0,Moderate
KA008,2019-06-02,24.83,65.66,1.59,10.61,9.32,0.47,2.14,64.78,102.0,Moderate
MP001,2020-04-17,53.54,130.31,4.02,11.17,14.78,0.76,15.88,48.17,111.0,Moderate
DL028,2019-09-06,46.36,46.36,6.37,47.12,45.0,1.26,53.6,77.71,113.0,Moderate
MH007,2020-02-08,77.3,194.92,46.01,47.72,70.88,1.06,9.28,17.65,158.0,Moderate
DL035,2019-02-26,68.62,149.91,20.19,42.81,33.08,0.8,13.06,38.87,167.0,Moderate
RJ006,2018-11-09,74.15,200.4,43.5,10.01,6.73,2.9,13.94,31.93,162.0,Moderate
DL027,2018-04-10,55.77,116.54,19.16,35.25,36.32,0.88,7.08,75.2,178.0,Moderate
AS001,2019-11-26,93.22,165.55,54.18,13.55,11.79,1.09,10.92,18.14,197.0,Moderate
DL028,2019-08-07,40.83,40.83,23.94,43.77,38.88,1.58,15.2,93.42,153.0,Moderate
RJ004,2018-02-15,50.84,146.28,16.07,11.61,11.58,1.06,8.63,35.44,126.0,Moderate
AP005,2018-03-20,55.97,106.51,8.08,40.7,12.55,0.64,17.06,22.72,105.0,Moderate
RJ005,2019-07-18,42.72,90.19,6.26,27.87,19.07,0.69,9.11,29.32,101.0,Moderate
TG001,2019-04-04,38.1,97.08,1.86,22.89,16.39,0.42,3.55,22.67,105.0,Moderate
DL002,2020-03-13,64.62,224.78,49.72,51.8,21.55,1.63,8.58,26.29,185.0,Moderate
TG006,2018-01-03,79.78,162.8,12.99,54.32,26.37,1.19,6.79,60.53,163.0,Moderate
OD001,2018-04-11,62.35,133.3,6.42,19.07,7.31,3.52,13.43,21.43,122.0,Moderate
DL032,2020-02-22,75.39,123.3,18.66,30.44,56.54,0.85,10.26,9.55,106.0,Moderate
DL035,2019-06-05,77.11,241.4,5.72,35.97,46.38,1.04,21.29,90.24,197.0,Moderate
DL003,2020-04-17,25.14,88.68,2.98,11.93,27.97,0.42,12.57,46.57,120.0,Moderate
MP001,2019-11-09,101.67,165.64,2.3,31.65,14.92,1.03,12.5,109.33,167.0,Moderate
WB008,2020-04-03,39.73,70.99,5.21,8.33,19.06,0.44,4.95,72.67,115.0,Moderate
TG004,2018-02-19,42.65,137.52,7.38,61.81,18.23,0.95,5.36,38.05,135.0,Moderate
TG003,2019-04-27,44.44,127.89,0.97,18.09,13.05,0.4,4.84,65.43,117.0,Moderate
DL031,2018-07-21,58.23,100.8,26.57,55.41,36.9,1.11,16.97,75.05,106.0,Moderate
TG001,2018-12-11,76.35,139.7,2.42,18.44,16.34,0.76,4.82,13.37,158.0,Moderate
DL024,2020-05-24,41.22,154.24,7.55,27.26,19.02,0.67,15.2,76.57,166.0,Moderate
BR009,2020-02-27,42.8,91.11,49.68,74.97,22.15,1.02,9.28,3.6,131.0,Moderate
DL022,2019-08-24,38.35,103.88,2.91,29.4,23.11,0.77,8.89,34.4,101.0,Moderate
WB011,2020-02-01,37.0,218.55,58.53,70.72,39.77,0.97,24.0,45.56,171.0,Moderate
HR012,2020-04-23,54.19,116.4,2.92,15.66,38.34,0.73,10.67,73.07,121.0,Moderate
RJ005,2017-10-05,67.43,49.68,12.37,46.53,64.25,0.17,6.82,2.07,168.0,Moderate
AP005,2018-02-15,67.26,169.98,4.29,11.17,2.05,0.71,10.5,58.92,134.0,Moderate
MH009,2019-06-24,28.96,170.42,69.02,19.04,3.48,0.32,23.68,4.39,152.0,Moderate
BR009,2020-01-04,56.85,103.07,56.32,53.26,30.31,1.12,8.36,3.23,145.0,Moderate
DL024,2018-04-18,61.7,215.6,9.68,24.54,43.95,0.37,4.67,54.66,170.0,Moderate
RJ004,2020-02-15,28.03,90.25,18.94,62.31,29.64,1.22,16.27,48.23,101.0,Moderate
DL031,2018-08-09,38.56,94.14,13.45,15.62,17.48,1.06,15.78,63.04,106.0,Moderate
MH007,2020-01-09,74.69,167.49,51.47,51.18,25.37,0.99,7.66,17.64,150.0,Moderate
DL024,2018-05-16,83.67,182.25,4.45,27.26,48.12,0.74,5.35,67.57,170.0,Moderate
RJ006,2019-12-10,58.76,119.05,42.16,58.95,116.85,1.91,20.25,42.86,128.0,Moderate
DL005,2019-10-02,49.78,111.55,13.63,54.91,27.12,1.76,7.83,52.02,120.0,Moderate
TG003,2018-12-21,51.5,104.42,2.39,24.53,11.32,0.45,12.55,20.96,104.0,Moderate
TG004,2020-01-30,70.75,162.88,50.81,44.84,4.84,0.73,23.34,18.39,130.0,Moderate
DL029,2020-03-03,75.47,150.69,107.2,68.97,48.13,1.21,20.01,21.56,186.0,Moderate
KA011,2018-08-10,30.7,145.43,112.74,23.19,24.91,1.56,8.4,6.61,135.0,Moderate
TG002,2018-04-03,43.56,101.97,4.22,48.22,23.36,0.53,3.11,58.74,105.0,Moderate
KA004,2018-12-11,96.94,168.4,18.64,70.78,15.16,1.33,8.47,65.76,187.0,Moderate
MH010,2020-02-02,79.5,157.07,6.12,34.54,21.13,0.98,9.37,67.37,157.0,Moderate
DL027,2018-02-27,98.04,209.5,14.3,23.98,42.11,0.9,6.27,66.06,185.0,Moderate
OD002,2018-07-02,21.0,104.21,30.44,7.05,22.07,2.38,51.82,20.75,111.0,Moderate
DL019,2016-07-23,24.9,76.93,3.73,20.02,27.5,0.33,6.91,8.99,111.0,Moderate
DL035,2018-07-10,43.62,101.12,1.44,12.37,47.86,0.66,11.44,72.87,162.0,Moderate
RJ006,2018-11-27,68.32,114.4,6.86,35.56,12.65,1.1,16.68,76.14,121.0,Moderate
DL008,2020-04-08,32.18,104.36,5.55,18.17,12.28,0.16,11.4,85.58,120.0,Moderate
DL029,2019-05-27,54.73,186.12,76.47,97.72,29.64,1.39,21.65,35.46,155.0,Moderate
MH007,2020-03-16,71.74,229.13,83.1,82.13,25.23,1.51,19.92,33.27,182.0,Moderate
DL016,2018-10-01,43.16,162.78,41.45,42.09,29.07,1.47,14.48,42.47,141.0,Moderate
RJ004,2018-11-23,48.91,212.04,14.77,46.87,16.81,1.42,12.84,62.78,162.0,Moderate
DL027,2019-03-08,83.17,160.6,21.9,19.06,55.33,0.94,3.88,20.64,182.0,Moderate
WB009,2019-12-12,74.02,141.3,12.08,66.26,19.35,0.89,5.74,29.77,144.0,Moderate
DL022,2019-06-02,66.58,161.98,0.65,38.76,42.4,0.62,18.5,86.89,193.0,Moderate
RJ006,2018-05-07,47.37,163.33,9.75,23.65,25.52,0.31,8.98,62.1,146.0,Moderate
DL015,2019-09-06,42.34,107.8,12.44,35.1,42.93,1.24,26.66,37.23,104.0,Moderate
DL008,2019-10-08,45.82,132.35,3.51,30.54,46.13,0.7,4.73,55.53,124.0,Moderate
DL016,2019-03-25,58.96,142.25,6.69,46.77,35.97,1.66,34.09,35.59,128.0,Moderate
ML001,2020-01-29,62.33,78.74,0.79,2.6,2.64,0.59,7.46,29.58,111.0,Moderate
KA007,2019-02-26,41.41,95.74,5.07,27.68,10.75,0.77,4.8,74.17,131.0,Moderate
TG003,2019-11-27,68.05,142.5,1.1,31.47,10.88,0.76,7.14,25.24,145.0,Moderate
DL002,2018-09-05,48.12,179.71,21.42,62.86,42.05,2.36,18.67,27.78,146.0,Moderate
MP001,2020-04-19,42.56,126.07,3.89,8.33,16.18,0.59,11.37,73.63,110.0,Moderate
TG006,2017-11-02,70.29,122.77,14.71,47.4,21.86,1.16,11.13,64.69,153.0,Moderate
AP005,2017-12-07,83.65,141.02,6.82,36.78,20.2,1.09,12.56,96.71,195.0,Moderate
KL007,2020-02-29,44.78,72.6,9.96,25.29,9.94,0.48,2.0,60.09,107.0,Moderate
DL020,2019-08-04,52.23,93.86,13.63,21.64,38.39,2.18,15.0,22.1,118.0,Moderate
KA004,2019-11-05,71.38,153.99,50.92,48.21,33.75,1.14,3.63,35.83,134.0,Moderate
AP001,2019-03-16,40.96,101.35,4.18,14.19,10.37,0.46,7.42,22.03,110.0,Moderate
TG006,2017-12-24,78.85,178.45,24.02,85.45,32.43,1.72,7.84,45.54,163.0,Moderate
RJ004,2019-11-02,53.71,176.52,4.24,36.43,49.03,1.2,12.92,69.41,127.0,Moderate
DL032,2019-07-20,45.79,125.42,8.59,24.47,50.41,0.81,3.55,13.88,131.0,Moderate
TG002,2018-01-17,57.89,119.69,1.99,52.91,22.82,0.95,6.92,71.11,129.0,Moderate
MH009,2020-01-13,64.95,145.87,14.22,44.61,35.56,0.41,1.32,32.5,154.0,Moderate
DL019,2015-06-10,50.78,171.6,0.82,16.79,33.5,0.41,3.38,15.16,200.0,Moderate
RJ005,2018-08-31,46.36,103.3,16.58,23.88,14.05,0.81,8.52,25.76,112.0,Moderate
DL037,2018-09-19,51.14,171.92,4.55,29.88,16.65,1.05,12.85,27.41,144.0,Moderate
KL008,2018-02-20,58.11,89.44,1.56,19.72,7.37,1.09,7.71,61.85,105.0,Moderate
DL015,2020-04-22,73.27,163.67,37.42,88.61,82.47,1.02,0.83,5.41,134.0,Moderate
TG006,2016-04-12,48.38,87.94,7.68,42.31,19.29,0.83,8.28,39.4,101.0,Moderate
KA008,2019-12-21,55.11,100.15,17.99,44.14,14.07,1.38,3.29,34.14,115.0,Moderate
DL010,2019-07-17,28.62,132.51,6.52,24.54,33.49,1.08,14.74,32.8,126.0,Moderate
MH009,2019-10-15,49.83,131.19,16.28,46.64,16.82,0.56,13.99,50.65,131.0,Moderate
TG003,2019-01-07,77.58,157.69,2.11,27.25,15.32,0.6,10.96,31.15,160.0,Moderate
DL024,2019-06-14,45.15,158.92,14.25,38.15,24.24,0.8,20.01,77.42,174.0,Moderate
TG004,2017-02-24,70.65,168.42,11.47,58.08,41.8,0.0,34.6,40.5,153.0,Moderate
TG004,2019-02-27,71.74,162.41,8.42,79.92,31.5,0.85,33.17,12.67,139.0,Moderate
DL027,2019-09-01,24.55,79.4,2.11,7.74,41.89,0.61,2.55,17.4,103.0,Moderate
RJ006,2019-12-30,74.8,142.16,11.63,54.77,69.71,1.51,17.82,32.47,181.0,Moderate
KA011,2019-06-06,29.58,73.85,25.56,62.49,15.71,1.49,3.04,81.3,106.0,Moderate
TG003,2019-05-03,29.61,135.58,1.23,10.46,7.83,0.36,8.05,56.35,127.0,Moderate
DL024,2020-05-11,37.49,79.04,4.08,14.98,12.18,0.48,13.2,110.55,177.0,Moderate
MH009,2020-02-21,48.42,142.25,22.58,62.62,26.0,0.53,23.69,22.51,142.0,Moderate
MH006,2019-12-22,77.71,132.9,3.9,1.37,15.67,0.72,9.24,11.67,161.0,Moderate
DL037,2019-06-13,51.98,192.81,1.49,34.93,26.52,1.26,18.72,74.44,174.0,Moderate
MH012,2019-12-08,84.5,139.58,23.53,31.92,15.7,0.95,17.62,0.85,156.0,Moderate
TG002,2019-01-20,64.94,138.91,7.08,74.67,20.59,0.7,12.5,51.97,147.0,Moderate
DL014,2019-07-15,31.07,77.85,15.2,25.17,13.0,2.35,3.2,8.82,139.0,Moderate
TG001,2019-05-07,53.02,145.16,8.88,44.17,25.51,0.9,9.16,28.78,129.0,Moderate
DL038,2019-03-26,88.88,203.15,22.39,62.36,25.63,1.08,16.95,33.75,178.0,Moderate
DL027,2018-11-04,83.55,103.44,1.2,13.07,51.6,0.75,3.67,27.68,197.0,Moderate
DL037,2019-05-20,90.56,225.75,13.02,55.55,28.09,1.05,20.48,63.07,198.0,Moderate
TG006,2016-04-26,59.35,109.0,11.61,53.36,34.24,0.02,15.07,37.29,102.0,Moderate
DL009,2020-04-16,27.3,188.36,2.41,19.67,32.9,0.59,23.35,83.56,195.0,Moderate
DL031,2015-09-09,42.59,184.21,13.62,58.0,22.44,0.86,7.99,46.41,170.0,Moderate
WB012,2020-01-26,99.5,199.2,69.91,78.92,11.19,1.22,18.43,35.77,192.0,Moderate
KA008,2019-01-23,64.21,153.79,12.33,50.77,8.81,1.62,3.44,74.86,197.0,Moderate
WB008,2020-01-07,86.05,164.08,10.95,33.92,29.05,0.8,32.91,41.91,143.0,Moderate
AP001,2018-11-09,51.51,111.28,20.08,57.93,2.03,1.07,12.3,26.53,105.0,Moderate
WB013,2020-01-20,72.0,126.07,36.37,56.11,13.78,1.31,9.4,50.08,161.0,Moderate
WB008,2019-12-01,76.71,157.62,15.0,20.0,15.0,1.11,17.97,50.35,167.0,Moderate
TG002,2019-03-30,49.91,125.14,2.54,39.27,13.54,0.73,4.21,74.06,136.0,Moderate
RJ004,2018-11-29,52.34,164.02,16.37,44.95,12.79,1.52,6.7,57.09,136.0,Moderate
